feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,label
-0.04372929409146309,0.00402982160449028,0.04154972359538078,-0.0890200287103653,-0.0332992859184742,-0.11415859311819077,0.04459279030561447,-0.08957220613956451,0.08503492921590805,-0.03787269443273544,-0.07079311460256577,0.04688384383916855,0.05680188909173012,0.08231788873672485,0.042670369148254395,0.019140882417559624,0.1074381172657013,0.04666098579764366,-0.1157476007938385,-0.08974435180425644,-0.0038768062368035316,-0.0664563849568367,0.04965636134147644,-0.03209685906767845,-0.02396918274462223,0.11575787514448166,0.0691780224442482,-0.03377961739897728,-0.032776761800050735,-0.11659087240695953,0.007982372306287289,-0.004638324957340956,0.07705888897180557,0.02996082417666912,0.040349967777729034,-0.10629726946353912,0.03976063430309296,0.006185508798807859,0.06907013058662415,0.11363620311021805,0.08488566428422928,-0.11728845536708832,0.09246344119310379,0.009009103290736675,-0.07624014467000961,-0.06967192143201828,-0.025414107367396355,-0.08199873566627502,0.09420628845691681,0.0444849394261837,-0.05498039722442627,-0.11347401142120361,-0.11893150210380554,0.0205779280513525,0.010215620510280132,0.10048117488622665,0.11890379339456558,0.05122337117791176,-0.005622404161840677,-0.09265266358852386,0.04724330082535744,0.06492382287979126,0.012660210020840168,-0.015383337624371052,0.07804936170578003,0.09781118482351303,0.002298113889992237,-0.08412298560142517,0.07141998410224915,0.1136452779173851,temp.apk
